xm_lf,lf2_Sfs,sqrt_h1_h2,h_wf,kn
0.1,3.0,1.4,0.5,0.001942320602802751
0.1,3.0,1.4,0.6,0.0026108729842022485
0.1,3.0,1.4,0.8,0.0034131358418816463
0.1,3.0,1.4,1.0,0.004032426468862233
0.1,3.0,1.4,2.0,0.004496894439097674
0.1,3.0,1.6,0.5,0.002235892724447747
0.1,3.0,1.6,0.6,0.003005493481051138
0.1,3.0,1.6,0.8,0.003929014388975207
0.1,3.0,1.6,1.0,0.004641907721407822
0.1,3.0,1.6,2.0,0.0051765777207322845
0.1,4.0,0.8,0.5,0.0009595041493061533
0.1,4.0,0.8,0.6,0.0012897682586687784
0.1,4.0,0.8,0.8,0.0016860851899039284
0.1,4.0,0.8,1.0,0.001992014049102991
0.1,4.0,0.8,2.0,0.0022214606935022896
0.1,4.0,1.0,0.5,0.001152301712017203
0.1,4.0,1.0,0.6,0.0015489273012984862
0.1,4.0,1.0,0.8,0.0020248780084360265
0.1,4.0,1.0,1.0,0.0023922785542965837
0.1,4.0,1.0,2.0,0.002667828963692002
0.1,4.0,1.2,0.5,0.0014010941271118261
0.1,4.0,1.2,0.6,0.0018833547868061136
0.1,4.0,1.2,0.8,0.0024620675784392592
0.1,4.0,1.2,1.0,0.002908793242156073
0.1,4.0,1.2,2.0,0.003243837489943684
0.1,4.0,1.4,0.5,0.0016352292199713616
0.1,4.0,1.4,0.6,0.002198079857280345
0.1,4.0,1.4,0.8,0.0028735006220511248
0.1,4.0,1.4,1.0,0.003394878054505762
0.1,4.0,1.4,2.0,0.0037859111288467404
0.1,4.0,1.6,0.5,0.001882386002837262
0.1,4.0,1.6,0.6,0.0025303087212051605
0.1,4.0,1.6,0.8,0.003307815983246638
0.1,4.0,1.6,1.0,0.003907997027629534
0.1,4.0,1.6,2.0,0.004358132810916705
0.1,5.0,0.8,0.5,0.0007450983092868707
0.1,5.0,0.8,0.6,0.0010015633070486556
0.1,5.0,0.8,0.8,0.0013093213043627976
0.1,5.0,0.8,1.0,0.001546888881236872
0.1,5.0,0.8,2.0,0.0017250645638924285
0.1,5.0,1.0,0.5,0.0008948143247043256
0.1,5.0,1.0,0.6,0.0012028120089322637
0.1,5.0,1.0,0.8,0.001572409230005789
0.1,5.0,1.0,1.0,0.001857712348027458
0.1,5.0,1.0,2.0,0.00207168968654371
0.1,5.0,1.2,0.5,0.0010880128720836687
0.1,5.0,1.2,0.6,0.001462510056315366
0.1,5.0,1.2,0.8,0.0019119066773934032
0.1,5.0,1.2,1.0,0.0022588093322606596
0.1,5.0,1.2,2.0,0.0025189863234111026
0.1,5.0,1.4,0.5,0.00126982934672895
0.1,5.0,1.4,0.6,0.0017069082885378276
0.1,5.0,1.4,0.8,0.002231403018708481
0.1,5.0,1.4,1.0,0.002636276143752494
0.1,5.0,1.4,2.0,0.0029399309875355038
0.1,5.0,1.6,0.5,0.0014617577518070662
0.1,5.0,1.6,0.6,0.001964899006958049
0.1,5.0,1.6,0.8,0.0025686685131392287
0.1,5.0,1.6,1.0,0.003034736202121191
0.1,5.0,1.6,2.0,0.0033842869688576645
0.1,6.0,0.8,0.5,0.0005527412967873008
0.1,6.0,0.8,0.6,0.0007429964532901759
0.1,6.0,0.8,0.8,0.0009713026410936266
0.1,6.0,0.8,1.0,0.0011475389965910265
0.1,6.0,0.8,2.0,0.0012797162632140768
0.1,6.0,1.0,0.5,0.000663806136795964
0.1,6.0,1.0,0.6,0.0008922901331568936
0.1,6.0,1.0,0.8,0.0011664709287900088
0.1,6.0,1.0,1.0,0.001378119262261186
0.1,6.0,1.0,2.0,0.0015368555123645685
0.1,6.0,1.2,0.5,0.0008071279163314561
0.1,6.0,1.2,0.6,0.00108494368463395
0.1,6.0,1.2,0.8,0.0014183226065969429
0.1,6.0,1.2,1.0,0.001675667739340305
0.1,6.0,1.2,2.0,0.0018686765888978275
0.1,6.0,1.4,0.5,0.0009420060561958638
0.1,6.0,1.4,0.6,0.0012662472711908168
0.1,6.0,1.4,0.8,0.0016553367291847606
0.1,6.0,1.4,1.0,0.0019556864862327167
0.1,6.0,1.4,2.0,0.002180948804018685
0.1,6.0,1.6,0.5,0.0010843855975140172
0.1,6.0,1.6,0.6,0.001457634263325001
0.1,6.0,1.6,0.8,0.0019055326622981817
0.1,6.0,1.6,1.0,0.002251278794838883
0.1,6.0,1.6,2.0,0.002510588394244409
0.1,7.0,0.8,0.5,0.00040752315691608437
0.1,7.0,0.8,0.6,0.0005477938087531423
0.1,7.0,0.8,0.8,0.0007161185909576121
0.1,7.0,0.8,1.0,0.0008460535105540446
0.1,7.0,0.8,2.0,0.0009435047002513693
0.1,7.0,1.0,0.5,0.0004894086510627742
0.1,7.0,1.0,0.6,0.0006578645273343813
0.1,7.0,1.0,0.8,0.0008600115788603094
0.1,7.0,1.0,1.0,0.0010160549168803244
0.1,7.0,1.0,2.0,0.0011330874203953356
0.1,7.0,1.2,0.5,0.0005950764279967824
0.1,7.0,1.2,0.6,0.0007999034593724864
0.1,7.0,1.2,0.8,0.0010456958970233312
0.1,7.0,1.2,1.0,0.001235430410297667
